class,age,male,female
0,0 to 1,1420.78,1215.59
1,1 to 5,5673.15,4845.44
10,10 to 15,7765.88,7153.62
15,15 to 20,7380.99,7306.83
20,20 to 25,7622.84,7387.75
25,25 to 30,7502.42,7039.76
30,30 to 35,7327,6799.57
35,35 to 40,6604.44,6021.76
40,40 to 45,5829.47,5392.84
45,45 to 50,5102.71,4619.29
5,5 to 10,7032.22,6166.17
50,50 to 55,4331.88,4165.27
55,55 to 60,3860.33,3462.27
60,60 to 65,3184.08,2953.59
65,65 to 70,2097.72,1881.17
70,70 to 75,1454.53,1395.72
75,75 to 80,879.34,850.55
80,80 and over,778.08,721.52
