class,age,male,female
0,0 to 1,632.54,577.78
1,1 to 5,2423.67,2210.02
10,10 to 15,3174.02,3029.09
15,15 to 20,3228.98,3124.03
20,20 to 25,3293.86,3176.82
25,25 to 30,3253.16,3066.05
30,30 to 35,3050.41,2937.29
35,35 to 40,2946.12,2740.38
40,40 to 45,2610.18,2521.66
45,45 to 50,2394.73,2193.04
5,5 to 10,3007.44,2780.64
50,50 to 55,1914.03,1888.74
55,55 to 60,1699.82,1517.71
60,60 to 65,1236.01,1270.02
65,65 to 70,897.97,931.25
70,70 to 75,549.99,592.17
75,75 to 80,298.93,342.39
80,80 and over,236.58,264.73
